骰子組合,基礎點數總和,發動牌型,發動牌型總和倍率,最終傷害
12227778,36,三同(x3) + 雙三同(x11),33,1188
12227788,37,三同(x3) + 三對子(x3) + 自然對數(x12),108,3996
12227888,38,三同(x3) + 雙三同(x11) + 自然對數(x12),396,15048
12228888,39,四同(x5) + 白馬(x14),70,2730
12233333,20,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,1440
12233334,21,四同(x5) + 四連順(x3) + 平胡(x10),150,3150
12233335,22,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,660
12233336,23,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,690
12233337,24,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,720
12233338,25,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,750
12233344,22,三同(x3) + 四連順(x3) + 三龍會(x10),90,1980
12233345,23,三同(x3) + 五連順(x4) + 三龍會(x10),120,2760
12233346,24,三同(x3) + 四連順(x3) + 雙三連順(x6),54,1296
12233347,25,三同(x3) + 四連順(x3) + 雙三連順(x6),54,1350
12233348,26,三同(x3) + 四連順(x3) + 雙三連順(x6) + 二進位(x3),162,4212
12233355,24,三同(x3) + 三連順(x2) + 三對子(x3),18,432
12233356,25,三同(x3) + 三連順(x2) + 南瓜(x2),12,300
12233357,26,三同(x3) + 三連順(x2) + 南瓜(x2) + 質數(x3),36,936
12233358,27,三同(x3) + 三連順(x2) + 南瓜(x2),12,324
12233366,26,三同(x3) + 三連順(x2) + 三對子(x3),18,468
12233367,27,三同(x3) + 三連順(x2) + 南瓜(x2),12,324
12233368,28,三同(x3) + 三連順(x2) + 南瓜(x2),12,336
12233377,28,三同(x3) + 三連順(x2) + 三對子(x3),18,504
12233378,29,三同(x3) + 三連順(x2) + 南瓜(x2),12,348
12233388,30,三同(x3) + 三連順(x2) + 三對子(x3),18,540
12233444,23,三同(x3) + 四連順(x3) + 平胡(x10),90,2070
12233445,24,對子(x2) + 五連順(x4) + 雙四連順(x22),176,4224
12233446,25,對子(x2) + 四連順(x3) + 雙三連順(x6),36,900
12233447,26,對子(x2) + 四連順(x3) + 雙三連順(x6),36,936
12233448,27,對子(x2) + 四連順(x3) + 雙三連順(x6) + 二進位(x3),108,2916
12233455,25,對子(x2) + 五連順(x4) + 平胡(x10),80,2000
12233456,26,對子(x2) + 六連順(x7) + 三龍會(x10),140,3640
12233457,27,對子(x2) + 五連順(x4) + 雙三連順(x6) + 質數(x3),144,3888
12233458,28,對子(x2) + 五連順(x4) + 雙三連順(x6) + 二進位(x3),144,4032
12233466,27,對子(x2) + 四連順(x3) + 平胡(x10),60,1620
12233467,28,對子(x2) + 四連順(x3) + 三龍會(x10),60,1680
12233468,29,對子(x2) + 四連順(x3) + 雙三連順(x6) + 二進位(x3),108,3132
12233477,29,對子(x2) + 四連順(x3) + 平胡(x10),60,1740
12233478,30,對子(x2) + 四連順(x3) + 三龍會(x10) + 二進位(x3),180,5400
12233488,31,對子(x2) + 四連順(x3) + 平胡(x10) + 二進位(x3),180,5580
12233555,26,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,468
12233556,27,對子(x2) + 三連順(x2) + 三對子(x3),12,324
12233557,28,對子(x2) + 三連順(x2) + 三對子(x3) + 質數(x3),36,1008
12233558,29,對子(x2) + 三連順(x2) + 三對子(x3),12,348
12233566,28,對子(x2) + 三連順(x2) + 三對子(x3),12,336
12233567,29,對子(x2) + 三連順(x2) + 三龍會(x10) + 質數(x3),120,3480
12233568,30,對子(x2) + 三連順(x2) + 雙對子(x2),8,240
12233577,30,對子(x2) + 三連順(x2) + 三對子(x3) + 質數(x3),36,1080
12233578,31,對子(x2) + 三連順(x2) + 雙對子(x2) + 質數(x3),24,744
12233588,32,對子(x2) + 三連順(x2) + 三對子(x3),12,384
12233666,29,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,522
12233667,30,對子(x2) + 三連順(x2) + 三對子(x3),12,360
12233668,31,對子(x2) + 三連順(x2) + 三對子(x3),12,372
12233677,31,對子(x2) + 三連順(x2) + 三對子(x3),12,372
12233678,32,對子(x2) + 三連順(x2) + 三龍會(x10),40,1280
12233688,33,對子(x2) + 三連順(x2) + 三對子(x3),12,396
12233777,32,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,576
12233778,33,對子(x2) + 三連順(x2) + 三對子(x3),12,396
12233788,34,對子(x2) + 三連順(x2) + 三對子(x3) + 自然對數(x12),144,4896
12233888,35,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,630
12234444,24,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1080
12234445,25,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,900
12234446,26,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,702
12234447,27,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,729
12234448,28,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 二進位(x3),81,2268
12234455,26,對子(x2) + 五連順(x4) + 三對子(x3),24,624
12234456,27,對子(x2) + 六連順(x7) + 三龍會(x10),140,3780
12234457,28,對子(x2) + 五連順(x4) + 雙對子(x2) + 質數(x3),48,1344
12234458,29,對子(x2) + 五連順(x4) + 雙對子(x2) + 二進位(x3),48,1392
12234466,28,對子(x2) + 四連順(x3) + 三對子(x3),18,504
12234467,29,對子(x2) + 四連順(x3) + 雙對子(x2),12,348
12234468,30,對子(x2) + 四連順(x3) + 雙對子(x2) + 二進位(x3),36,1080
12234477,30,對子(x2) + 四連順(x3) + 三對子(x3),18,540
12234478,31,對子(x2) + 四連順(x3) + 雙對子(x2) + 二進位(x3),36,1116
12234488,32,對子(x2) + 四連順(x3) + 三對子(x3) + 二進位(x3),54,1728
12234555,27,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,972
12234556,28,對子(x2) + 六連順(x7) + 雙三連順(x6),84,2352
12234557,29,對子(x2) + 五連順(x4) + 雙對子(x2) + 質數(x3),48,1392
12234558,30,對子(x2) + 五連順(x4) + 雙對子(x2) + 二進位(x3),48,1440
12234566,29,對子(x2) + 六連順(x7) + 雙三連順(x6),84,2436
12234567,30,對子(x2) + 七連順(x12) + 三龍會(x10) + 質數(x3),720,21600
12234568,31,對子(x2) + 六連順(x7) + 雙三連順(x6) + 二進位(x3),252,7812
12234577,31,對子(x2) + 五連順(x4) + 雙對子(x2) + 質數(x3),48,1488
12234578,32,對子(x2) + 五連順(x4) + 二進位(x3),24,768
12234588,33,對子(x2) + 五連順(x4) + 雙對子(x2) + 二進位(x3),48,1584
12234666,30,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,810
12234667,31,對子(x2) + 四連順(x3) + 雙對子(x2),12,372
12234668,32,對子(x2) + 四連順(x3) + 雙對子(x2) + 二進位(x3),36,1152
12234677,32,對子(x2) + 四連順(x3) + 雙對子(x2),12,384
12234678,33,對子(x2) + 四連順(x3) + 三龍會(x10) + 二進位(x3),180,5940
12234688,34,對子(x2) + 四連順(x3) + 雙對子(x2) + 二進位(x3),36,1224
12234777,33,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,891
12234778,34,對子(x2) + 四連順(x3) + 雙對子(x2) + 二進位(x3),36,1224
12234788,35,對子(x2) + 四連順(x3) + 雙對子(x2) + 自然對數(x12),144,5040
12234888,36,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 二進位(x3),81,2916
12235555,28,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,840
12235556,29,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,522
12235557,30,三同(x3) + 三連順(x2) + 順碰交響曲(x3) + 質數(x3),54,1620
12235558,31,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,558
12235566,30,對子(x2) + 三連順(x2) + 三對子(x3),12,360
12235567,31,對子(x2) + 三連順(x2) + 雙三連順(x6) + 質數(x3),72,2232
12235568,32,對子(x2) + 三連順(x2) + 雙對子(x2),8,256
12235577,32,對子(x2) + 三連順(x2) + 三對子(x3) + 質數(x3),36,1152
12235578,33,對子(x2) + 三連順(x2) + 雙對子(x2) + 質數(x3),24,792
12235588,34,對子(x2) + 三連順(x2) + 三對子(x3),12,408
12235666,31,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,558
12235667,32,對子(x2) + 三連順(x2) + 雙三連順(x6) + 質數(x3),72,2304
12235668,33,對子(x2) + 三連順(x2) + 雙對子(x2),8,264
12235677,33,對子(x2) + 三連順(x2) + 雙三連順(x6) + 質數(x3),72,2376
12235678,34,對子(x2) + 四連順(x3) + 雙三連順(x6) + 質數(x3),108,3672
12235688,35,對子(x2) + 三連順(x2) + 雙對子(x2),8,280
12235777,34,三同(x3) + 三連順(x2) + 順碰交響曲(x3) + 質數(x3),54,1836
12235778,35,對子(x2) + 三連順(x2) + 雙對子(x2) + 質數(x3),24,840
12235788,36,對子(x2) + 三連順(x2) + 雙對子(x2) + 自然對數(x12),96,3456
12235888,37,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,666
12236666,32,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,960
12236667,33,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,594
12236668,34,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,612
12236677,34,對子(x2) + 三連順(x2) + 三對子(x3),12,408
12236678,35,對子(x2) + 三連順(x2) + 雙三連順(x6),24,840
12236688,36,對子(x2) + 三連順(x2) + 三對子(x3),12,432
12236777,35,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,630
12236778,36,對子(x2) + 三連順(x2) + 雙三連順(x6),24,864
12236788,37,對子(x2) + 三連順(x2) + 雙三連順(x6) + 自然對數(x12),288,10656
12236888,38,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,684
12237777,36,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1080
12237778,37,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,666
12237788,38,對子(x2) + 三連順(x2) + 三對子(x3) + 自然對數(x12),144,5472
12237888,39,三同(x3) + 三連順(x2) + 順碰交響曲(x3) + 自然對數(x12),216,8424
12238888,40,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1200
12244444,25,五同(x12) + 三對子(x3),36,900
12244445,26,四同(x5) + 三對子(x3),15,390
12244446,27,四同(x5) + 三對子(x3),15,405
12244447,28,四同(x5) + 三對子(x3),15,420
12244448,29,四同(x5) + 三對子(x3) + 二進位(x3),45,1305
12244455,27,三同(x3) + 三對子(x3),9,243
12244456,28,三同(x3) + 三連順(x2) + 南瓜(x2),12,336
12244457,29,三同(x3) + 南瓜(x2),6,174
12244458,30,三同(x3) + 南瓜(x2) + 二進位(x3),18,540
12244466,29,三同(x3) + 三對子(x3),9,261
12244467,30,三同(x3) + 南瓜(x2),6,180
12244468,31,三同(x3) + 南瓜(x2) + 二進位(x3),18,558
12244477,31,三同(x3) + 三對子(x3),9,279
12244478,32,三同(x3) + 南瓜(x2) + 二進位(x3),18,576
12244488,33,三同(x3) + 三對子(x3) + 二進位(x3),27,891
12244555,28,三同(x3) + 三對子(x3),9,252
12244556,29,對子(x2) + 三連順(x2) + 三對子(x3),12,348
12244557,30,對子(x2) + 三對子(x3),6,180
12244558,31,對子(x2) + 三對子(x3) + 二進位(x3),18,558
12244566,30,對子(x2) + 三連順(x2) + 三對子(x3),12,360
12244567,31,對子(x2) + 四連順(x3) + 雙對子(x2),12,372
12244568,32,對子(x2) + 三連順(x2) + 雙對子(x2) + 二進位(x3),24,768
12244577,32,對子(x2) + 三對子(x3),6,192
12244578,33,對子(x2) + 雙對子(x2) + 二進位(x3),12,396
12244588,34,對子(x2) + 三對子(x3) + 二進位(x3),18,612
12244666,31,三同(x3) + 三對子(x3),9,279
12244667,32,對子(x2) + 三對子(x3),6,192
12244668,33,對子(x2) + 三對子(x3) + 二進位(x3),18,594
12244677,33,對子(x2) + 三對子(x3),6,198
12244678,34,對子(x2) + 三連順(x2) + 雙對子(x2) + 二進位(x3),24,816
12244688,35,對子(x2) + 三對子(x3) + 二進位(x3),18,630
12244777,34,三同(x3) + 三對子(x3),9,306
12244778,35,對子(x2) + 三對子(x3) + 二進位(x3),18,630
12244788,36,對子(x2) + 三對子(x3) + 自然對數(x12),72,2592
12244888,37,三同(x3) + 三對子(x3) + 二進位(x3),27,999
12245555,29,四同(x5) + 三對子(x3),15,435
12245556,30,三同(x3) + 三連順(x2) + 南瓜(x2),12,360
12245557,31,三同(x3) + 南瓜(x2),6,186
12245558,32,三同(x3) + 南瓜(x2) + 二進位(x3),18,576
12245566,31,對子(x2) + 三連順(x2) + 三對子(x3),12,372
12245567,32,對子(x2) + 四連順(x3) + 雙對子(x2),12,384
12245568,33,對子(x2) + 三連順(x2) + 雙對子(x2) + 二進位(x3),24,792
12245577,33,對子(x2) + 三對子(x3),6,198
12245578,34,對子(x2) + 雙對子(x2) + 二進位(x3),12,408
12245588,35,對子(x2) + 三對子(x3) + 二進位(x3),18,630
12245666,32,三同(x3) + 三連順(x2) + 南瓜(x2),12,384
12245667,33,對子(x2) + 四連順(x3) + 雙對子(x2),12,396
12245668,34,對子(x2) + 三連順(x2) + 雙對子(x2) + 二進位(x3),24,816
12245677,34,對子(x2) + 四連順(x3) + 雙對子(x2),12,408
12245678,35,對子(x2) + 五連順(x4) + 二進位(x3),24,840
12245688,36,對子(x2) + 三連順(x2) + 雙對子(x2) + 二進位(x3),24,864
12245777,35,三同(x3) + 南瓜(x2),6,210
12245778,36,對子(x2) + 雙對子(x2) + 二進位(x3),12,432
12245788,37,對子(x2) + 雙對子(x2) + 自然對數(x12),48,1776
12245888,38,三同(x3) + 南瓜(x2) + 二進位(x3),18,684
12246666,33,四同(x5) + 三對子(x3),15,495
12246667,34,三同(x3) + 南瓜(x2),6,204
12246668,35,三同(x3) + 南瓜(x2) + 二進位(x3),18,630
12246677,35,對子(x2) + 三對子(x3),6,210
12246678,36,對子(x2) + 三連順(x2) + 雙對子(x2) + 二進位(x3),24,864
12246688,37,對子(x2) + 三對子(x3) + 二進位(x3),18,666
12246777,36,三同(x3) + 南瓜(x2),6,216
12246778,37,對子(x2) + 三連順(x2) + 雙對子(x2) + 二進位(x3),24,888
12246788,38,對子(x2) + 三連順(x2) + 雙對子(x2) + 自然對數(x12),96,3648
12246888,39,三同(x3) + 南瓜(x2) + 二進位(x3),18,702
12247777,37,四同(x5) + 三對子(x3),15,555
12247778,38,三同(x3) + 南瓜(x2) + 二進位(x3),18,684
12247788,39,對子(x2) + 三對子(x3) + 自然對數(x12),72,2808
12247888,40,三同(x3) + 南瓜(x2) + 自然對數(x12),72,2880
12248888,41,四同(x5) + 三對子(x3) + 二進位(x3),45,1845
12255555,30,五同(x12) + 三對子(x3),36,1080
12255556,31,四同(x5) + 三對子(x3),15,465
12255557,32,四同(x5) + 三對子(x3),15,480
12255558,33,四同(x5) + 三對子(x3),15,495
12255566,32,三同(x3) + 三對子(x3),9,288
12255567,33,三同(x3) + 三連順(x2) + 南瓜(x2),12,396
12255568,34,三同(x3) + 南瓜(x2),6,204
12255577,34,三同(x3) + 三對子(x3),9,306
12255578,35,三同(x3) + 南瓜(x2),6,210
12255588,36,三同(x3) + 三對子(x3),9,324
12255666,33,三同(x3) + 三對子(x3),9,297
12255667,34,對子(x2) + 三連順(x2) + 三對子(x3),12,408
12255668,35,對子(x2) + 三對子(x3),6,210
12255677,35,對子(x2) + 三連順(x2) + 三對子(x3),12,420
12255678,36,對子(x2) + 四連順(x3) + 雙對子(x2),12,432
12255688,37,對子(x2) + 三對子(x3),6,222
12255777,36,三同(x3) + 三對子(x3),9,324
12255778,37,對子(x2) + 三對子(x3),6,222
12255788,38,對子(x2) + 三對子(x3) + 自然對數(x12),72,2736
12255888,39,三同(x3) + 三對子(x3),9,351
12256666,34,四同(x5) + 三對子(x3),15,510
12256667,35,三同(x3) + 三連順(x2) + 南瓜(x2),12,420
12256668,36,三同(x3) + 南瓜(x2),6,216
12256677,36,對子(x2) + 三連順(x2) + 三對子(x3),12,432
12256678,37,對子(x2) + 四連順(x3) + 雙對子(x2),12,444
12256688,38,對子(x2) + 三對子(x3),6,228
12256777,37,三同(x3) + 三連順(x2) + 南瓜(x2),12,444
12256778,38,對子(x2) + 四連順(x3) + 雙對子(x2),12,456
12256788,39,對子(x2) + 四連順(x3) + 雙對子(x2) + 自然對數(x12),144,5616
12256888,40,三同(x3) + 南瓜(x2),6,240
12257777,38,四同(x5) + 三對子(x3),15,570
12257778,39,三同(x3) + 南瓜(x2),6,234
12257788,40,對子(x2) + 三對子(x3) + 自然對數(x12),72,2880
12257888,41,三同(x3) + 南瓜(x2) + 自然對數(x12),72,2952
12258888,42,四同(x5) + 三對子(x3),15,630
12266666,35,五同(x12) + 三對子(x3),36,1260
12266667,36,四同(x5) + 三對子(x3),15,540
12266668,37,四同(x5) + 三對子(x3),15,555
12266677,37,三同(x3) + 三對子(x3),9,333
12266678,38,三同(x3) + 三連順(x2) + 南瓜(x2),12,456
12266688,39,三同(x3) + 三對子(x3),9,351
12266777,38,三同(x3) + 三對子(x3),9,342
12266778,39,對子(x2) + 三連順(x2) + 三對子(x3),12,468
12266788,40,對子(x2) + 三連順(x2) + 三對子(x3) + 自然對數(x12),144,5760
12266888,41,三同(x3) + 三對子(x3),9,369
12267777,39,四同(x5) + 三對子(x3),15,585
12267778,40,三同(x3) + 三連順(x2) + 南瓜(x2),12,480
12267788,41,對子(x2) + 三連順(x2) + 三對子(x3) + 自然對數(x12),144,5904
12267888,42,三同(x3) + 三連順(x2) + 南瓜(x2) + 自然對數(x12),144,6048
12268888,43,四同(x5) + 三對子(x3),15,645
12277777,40,五同(x12) + 三對子(x3),36,1440
12277778,41,四同(x5) + 三對子(x3),15,615
12277788,42,三同(x3) + 三對子(x3) + 自然對數(x12),108,4536
12277888,43,三同(x3) + 三對子(x3) + 自然對數(x12),108,4644
12278888,44,四同(x5) + 三對子(x3) + 自然對數(x12),180,7920
12288888,45,五同(x12) + 三對子(x3),36,1620
12333333,21,六同(x25) + 三連順(x2) + 雙三同(x11),550,11550
12333334,22,五同(x12) + 四連順(x3) + 順碰交響曲(x3),108,2376
12333335,23,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,1656
12333336,24,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,1728
12333337,25,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,1800
12333338,26,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,1872
12333344,23,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1035
12333345,24,四同(x5) + 五連順(x4) + 平胡(x10),200,4800
12333346,25,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1125
12333347,26,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1170
12333348,27,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 二進位(x3),135,3645
12333355,25,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,750
12333356,26,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,780
12333357,27,四同(x5) + 三連順(x2) + 順碰交響曲(x3) + 質數(x3),90,2430
12333358,28,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,840
12333366,27,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,810
12333367,28,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,840
12333368,29,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,870
12333377,29,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,870
12333378,30,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,900
12333388,31,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,930
12333444,24,三同(x3) + 四連順(x3) + 雙三同(x11),99,2376
12333445,25,三同(x3) + 五連順(x4) + 三龍會(x10),120,3000
12333446,26,三同(x3) + 四連順(x3) + 南瓜(x2),18,468
12333447,27,三同(x3) + 四連順(x3) + 南瓜(x2),18,486
12333448,28,三同(x3) + 四連順(x3) + 南瓜(x2) + 二進位(x3),54,1512
12333455,26,三同(x3) + 五連順(x4) + 雙三連順(x6),72,1872
12333456,27,三同(x3) + 六連順(x7) + 平胡(x10),210,5670
12333457,28,三同(x3) + 五連順(x4) + 雙三連順(x6) + 質數(x3),216,6048
12333458,29,三同(x3) + 五連順(x4) + 雙三連順(x6) + 二進位(x3),216,6264
12333466,28,三同(x3) + 四連順(x3) + 南瓜(x2),18,504
12333467,29,三同(x3) + 四連順(x3),9,261
12333468,30,三同(x3) + 四連順(x3) + 二進位(x3),27,810
12333477,30,三同(x3) + 四連順(x3) + 南瓜(x2),18,540
12333478,31,三同(x3) + 四連順(x3) + 二進位(x3),27,837
12333488,32,三同(x3) + 四連順(x3) + 南瓜(x2) + 二進位(x3),54,1728
12333555,27,三同(x3) + 三連順(x2) + 雙三同(x11),66,1782
12333556,28,三同(x3) + 三連順(x2) + 南瓜(x2),12,336
12333557,29,三同(x3) + 三連順(x2) + 南瓜(x2) + 質數(x3),36,1044
12333558,30,三同(x3) + 三連順(x2) + 南瓜(x2),12,360
12333566,29,三同(x3) + 三連順(x2) + 南瓜(x2),12,348
12333567,30,三同(x3) + 三連順(x2) + 平胡(x10) + 質數(x3),180,5400
12333568,31,三同(x3) + 三連順(x2),6,186
12333577,31,三同(x3) + 三連順(x2) + 南瓜(x2) + 質數(x3),36,1116
12333578,32,三同(x3) + 三連順(x2) + 質數(x3),18,576
12333588,33,三同(x3) + 三連順(x2) + 南瓜(x2),12,396
12333666,30,三同(x3) + 三連順(x2) + 雙三同(x11),66,1980
12333667,31,三同(x3) + 三連順(x2) + 南瓜(x2),12,372
12333668,32,三同(x3) + 三連順(x2) + 南瓜(x2),12,384
12333677,32,三同(x3) + 三連順(x2) + 南瓜(x2),12,384
12333678,33,三同(x3) + 三連順(x2) + 平胡(x10),60,1980
12333688,34,三同(x3) + 三連順(x2) + 南瓜(x2),12,408
12333777,33,三同(x3) + 三連順(x2) + 雙三同(x11),66,2178
12333778,34,三同(x3) + 三連順(x2) + 南瓜(x2),12,408
12333788,35,三同(x3) + 三連順(x2) + 南瓜(x2),12,420
12333888,36,三同(x3) + 三連順(x2) + 雙三同(x11),66,2376
12334444,25,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,1125
12334445,26,三同(x3) + 五連順(x4) + 平胡(x10),120,3120
12334446,27,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,729
12334447,28,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,756
12334448,29,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 二進位(x3),81,2349
